14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ-F/F,BW-F/F,N/A,Height,N/A,N/A,BW F/F Short Pattern,RF/RTJ KG,BW KG,RTJ Addition,RTJ Gap
0+1/2,15,N/A,N/A,N/A,N/A,4.72,N/A,N/A,N/A,6,5,0.44,0.12
0+3/4,20,N/A,N/A,N/A,N/A,5.11,N/A,N/A,N/A,7,6,0.5,0.16
1,25,8.5,9,8.5,N/A,5.51,N/A,N/A,8.5,10,9,0.5,0.16
1+1/4,32,9,9.5,9,N/A,5.9,N/A,N/A,9,14,12,0.5,0.16
1+1/2,40,9.5,10,9.5,N/A,6.1,N/A,N/A,9.5,17,15,0.5,0.16
2,50,10.5,11.12,10.5,N/A,7,N/A,N/A,10.5,21,18,0.62,0.22
2+1/2,65,11.5,12.12,11.5,N/A,7.51,N/A,N/A,11.5,32,28,0.62,0.22
3,80,12.5,13.12,12.5,N/A,8.3,N/A,N/A,12.5,43,37,0.62,0.22
4,100,14,14.62,14,N/A,9.68,N/A,N/A,14,61,52,0.62,0.22
5,125,15.75,16.37,15.75,N/A,12,N/A,N/A,15.75,84,72,0.62,0.22
6,150,17.5,18.12,17.5,N/A,12.51,N/A,N/A,17.5,131,112,0.62,0.22
8,200,21,21.62,21,N/A,14.01,N/A,N/A,21,213,181,0.62,0.22
10,250,24.5,25.12,24.5,N/A,15.51,N/A,N/A,24.5,384,327,0.62,0.22
12,300,28,28.62,28,N/A,18.97,N/A,N/A,28,449,382,0.62,0.22
14,350,33,33.62,33,N/A,20.98,N/A,N/A,33,680,578,0.62,0.22
16,400,34,34.62,34,N/A,22.99,N/A,N/A,34,840,714,0.62,0.22
18,450,38.5,39.12,38.5,N/A,23.22,N/A,N/A,38.5,1025,872,0.62,0.22
20,500,40,40.75,40,N/A,24.17,N/A,N/A,40,1320,1122,0.75,0.22
22,550,44,44.88,44,N/A,25.78,N/A,N/A,44,1600,1350,0.88,0.25
24,600,53,53.88,53,N/A,28.34,N/A,N/A,53,1960,1666,0.88,0.25
26,650,53,53,53,N/A,30.31,N/A,N/A,53,2350,1998,N/A,N/A
28,700,59,59,59,N/A,32.67,N/A,N/A,59,2800,2380,N/A,N/A
30,750,62.75,62.75,62.75,N/A,33.85,N/A,N/A,62.75,3270,2780,N/A,N/A
32,800,N/A,N/A,N/A,N/A,36.61,N/A,N/A,N/A,3600,3060,N/A,N/A
34,850,N/A,N/A,N/A,N/A,39.37,N/A,N/A,N/A,3900,3315,N/A,N/A
36,900,82,82,82,N/A,41.73,N/A,N/A,82,4300,3655,N/A,N/A
