14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ-F/F,BW-F/F,Height-HW,Diam-HW,N/A,N/A,N/A,RF/RTJ KG,BW KG,RTJ Addition,RTJ Gap
0+1/2,15,216,216,216,300,170,N/A,N/A,N/A,21,18,0,4
0+3/4,20,229,229,229,300,170,N/A,N/A,N/A,30,26,0,4
1,25,254,254,254,300,177,N/A,N/A,N/A,38,33,0,4
1+1/4,32,279,279,279,375,203,N/A,N/A,N/A,49,42,0,4
1+1/2,40,305,305,305,450,254,N/A,N/A,N/A,61,52,0,4
2,50,368,371,368,546,320,N/A,N/A,N/A,87,74,3,3
2+1/2,65,419,422,419,589,350,N/A,N/A,N/A,168,143,3,3
3,80,470,473,470,711,440,N/A,N/A,N/A,250,213,3,3
4,100,546,549,546,718,500,N/A,N/A,N/A,435,370,3,3
5,125,673,676,673,838,500,N/A,N/A,N/A,480,430,3,3
6,150,705,711,705,890,630,N/A,N/A,N/A,540,459,6,3
8,200,832,842,832,1240,560,N/A,N/A,N/A,970,825,10,4
10,250,991,1001,991,1651,560,N/A,N/A,N/A,1520,1292,10,4
12,300,1130,1146,1130,1870,560,N/A,N/A,N/A,1960,1666,16,5
14,350,1257,1276,1257,2267,560,N/A,N/A,N/A,2693,2289,19,6
