14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ-F/F,BW-F/F,N/A,Height,N/A,N/A,BW F/F Short Pattern,RF/RTJ KG,BW KG,RTJ Addition,RTJ Gap
0+1/2,15,6.5,6.5,N/A,N/A,3.93,N/A,N/A,N/A,5,5,N/A,N/A
0+3/4,20,7.5,7.5,N/A,N/A,4.72,N/A,N/A,N/A,10,9,N/A,N/A
1,25,8.5,8.5,5.25,N/A,5.51,N/A,N/A,5.25,15,13,0,0.16
1+1/4,32,9,9,5.75,N/A,6.29,N/A,N/A,5.75,26,22,0,0.16
1+1/2,40,9.5,9.5,6,N/A,7.08,N/A,N/A,6,38,33,0,0.16
2,50,11.5,11.62,7,N/A,7.36,N/A,N/A,7,52,45,0.12,0.19
2+1/2,65,13,13.12,8.5,N/A,8.5,N/A,N/A,8.5,63,54,0.12,0.19
3,80,14,14.12,10,N/A,10.94,N/A,N/A,10,75,64,0.12,0.19
4,100,17,17.12,12,N/A,12.44,N/A,N/A,12,122,104,0.12,0.19
5,125,20,20.12,15,N/A,0,N/A,N/A,15,N/A,0,0.12,0.19
6,150,22,22.12,18,N/A,15.74,N/A,N/A,18,227,193,0.12,0.19
8,200,26,26.12,23,N/A,17,N/A,N/A,23,346,294,0.12,0.19
10,250,31,31.12,28,N/A,19.01,N/A,N/A,28,628,534,0.12,0.19
12,300,33,33.12,32,N/A,20,N/A,N/A,32,796,677,0.12,0.19
14,350,35,35.12,N/A,N/A,22.51,N/A,N/A,N/A,892,759,0.12,0.19
16,400,39,39.12,N/A,N/A,25.98,N/A,N/A,N/A,1200,1020,0.12,0.19
18,450,43,43.12,N/A,N/A,28.74,N/A,N/A,N/A,1600,1360,0.12,0.19
20,500,47,47.25,N/A,N/A,31.49,N/A,N/A,N/A,2420,2057,0.25,0.19
22,550,51,51.38,N/A,N/A,32.28,N/A,N/A,N/A,2700,2300,0.38,0.22
24,600,55,55.38,N/A,N/A,35.43,N/A,N/A,N/A,3150,2678,0.38,0.22
26,650,57,57,N/A,N/A,37.4,N/A,N/A,N/A,3500,2975,N/A,N/A
28,700,63,63,N/A,N/A,39.37,N/A,N/A,N/A,3800,3230,N/A,N/A
30,750,65,65,N/A,N/A,41.33,N/A,N/A,N/A,4200,3570,N/A,N/A
32,800,N/A,N/A,N/A,N/A,43.3,N/A,N/A,N/A,4500,3825,N/A,N/A
34,850,N/A,N/A,N/A,N/A,45.27,N/A,N/A,N/A,5050,4293,N/A,N/A
36,900,82,82,N/A,N/A,47.24,N/A,N/A,N/A,5500,4675,N/A,N/A
