14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ-F/F,BW-F/F,Height-HW,Diam-HW,N/A,N/A,N/A,RF/RTJ KG,BW KG,RTJ Addition,RTJ Gap
0+1/2,15,165,163,165,304,152,N/A,N/A,N/A,5,7,-2,3
0+3/4,20,190,190,190,330,177,N/A,N/A,N/A,10,9,0,4
1,25,216,216,216,355,203,N/A,N/A,N/A,15,13,0,4
1+1/4,32,229,229,229,425,203,N/A,N/A,N/A,26,22,0,4
1+1/2,40,241,241,241,400,254,N/A,N/A,N/A,27,23,0,4
2,50,292,295,292,600,300,N/A,N/A,N/A,57,49,3,5
2+1/2,65,330,333,330,660,350,N/A,N/A,N/A,73,62,3,5
3,80,356,359,356,665,350,N/A,N/A,N/A,89,76,3,5
4,100,432,435,432,800,500,N/A,N/A,N/A,149,127,3,5
5,125,508,511,508,1015,600,N/A,N/A,N/A,270,210,3,5
6,150,559,562,559,1145,600,N/A,N/A,N/A,417,355,3,5
8,200,660,663,660,1278,560,N/A,N/A,N/A,542,461,3,5
10,250,787,790,787,1411,560,N/A,N/A,N/A,700,595,3,5
12,300,838,841,838,1468,560,N/A,N/A,N/A,900,765,3,5
