14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ-F/F,BW-F/F,N/A,Height,N/A,N/A,BW F/F Short Pattern,RF/RTJ KG,BW KG,RTJ Addition,RTJ Gap
0+1/4,8,102,102,102,N/A,N/A,N/A,N/A,102,5,5,N/A,N/A
0+3/8,10,102,102,102,N/A,N/A,N/A,N/A,102,5,5,N/A,N/A
0+1/2,15,108,108,108,N/A,95,N/A,N/A,108,5,5,N/A,N/A
0+3/4,20,117,117,117,N/A,95,N/A,N/A,117,7,6,N/A,N/A
1,25,127,140,127,N/A,110,N/A,N/A,127,10,9,13,4
1+1/4,32,140,153,140,N/A,122,N/A,N/A,140,15,13,13,4
1+1/2,40,165,178,165,N/A,140,N/A,N/A,165,18,16,13,4
2,50,203,216,203,N/A,165,N/A,N/A,203,19,17,13,4
2+1/2,65,216,229,216,N/A,178,N/A,N/A,216,26,22,13,4
3,80,241,254,241,N/A,186,N/A,N/A,241,29,25,13,4
4,100,292,305,292,N/A,217,N/A,N/A,292,48,41,13,4
5,125,330,343,330,N/A,230,N/A,N/A,330,69,59,13,4
6,150,356,369,356,N/A,266,N/A,N/A,356,77,66,13,4
8,200,495,508,495,N/A,318,N/A,N/A,495,133,113,13,4
10,250,622,635,622,N/A,368,N/A,N/A,622,266,226,13,4
12,300,698,711,698,N/A,406,N/A,N/A,698,347,295,13,4
14,350,787,800,787,N/A,432,N/A,N/A,787,451,384,13,3
16,400,864,877,864,N/A,483,N/A,N/A,864,556,473,13,3
18,450,978,991,978,N/A,600,N/A,N/A,978,784,667,13,3
20,500,978,991,978,N/A,660,N/A,N/A,978,835,710,13,3
22,550,1067,1080,1067,N/A,700,N/A,N/A,1067,1580,1343,13,3
24,600,1295,1308,1295,N/A,740,N/A,N/A,1295,1580,1343,13,3
26,650,1295,1295,1295,N/A,820,N/A,N/A,1295,1800,1530,N/A,N/A
28,700,1448,1448,1448,N/A,900,N/A,N/A,1448,1900,1615,N/A,N/A
30,750,1524,1524,1524,N/A,980,N/A,N/A,1524,2120,1802,N/A,N/A
32,800,N/A,N/A,N/A,N/A,1000,N/A,N/A,N/A,2500,2125,N/A,N/A
34,850,N/A,N/A,N/A,N/A,1020,N/A,N/A,N/A,2900,2465,N/A,N/A
36,900,1956,1956,1956,N/A,1035,N/A,N/A,1956,3344,2843,N/A,N/A
