14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ-F/F,BW-F/F,N/A,Height,N/A,N/A,BW F/F Short Pattern,RF/RTJ KG,BW KG,RTJ Addition,RTJ Gap
0+1/2,15,264,264,264,N/A,125,N/A,N/A,N/A,30,26,0,4
0+3/4,20,273,273,273,N/A,140,N/A,N/A,N/A,40,34,0,4
1,25,308,308,308,N/A,160,N/A,N/A,N/A,60,51,0,4
1+1/4,32,349,352,349,N/A,180,N/A,N/A,N/A,75,64,3,3
1+1/2,40,384,387,384,N/A,200,N/A,N/A,N/A,90,77,3,3
2,50,451,454,451,N/A,240,N/A,N/A,279,117,100,3,3
2+1/2,65,508,514,508,N/A,290,N/A,N/A,330,217,185,6,3
3,80,578,584,578,N/A,340,N/A,N/A,368,295,251,6,3
4,100,673,683,673,N/A,390,N/A,N/A,457,560,476,10,4
5,125,794,807,794,N/A,440,N/A,N/A,533,660,550,13,4
6,150,914,927,914,N/A,500,N/A,N/A,610,770,655,13,4
8,200,1022,1038,1022,N/A,630,N/A,N/A,762,1239,1054,16,5
10,250,1270,1292,1270,N/A,760,N/A,N/A,914,2222,1889,22,6
12,300,1422,1444,1422,N/A,900,N/A,N/A,1041,3310,2814,22,8
