14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ F/F,BW-F/F,Height-HW,Diam-HW,N/A,N/A,N/A,RF/RTJ KG,BW KG,RTJ Add Len,gap
0+1/2,15,165,163,165,304,152,N/A,N/A,N/A,5,4,0,3
0+3/4,20,190,190,190,330,177,N/A,N/A,N/A,10,8,0,4
1,25,216,216,216,355,203,N/A,N/A,N/A,15,12,0,4
1+1/4,32,229,229,229,370,203,N/A,N/A,N/A,26,22,0,4
1+1/2,40,241,241,241,400,254,N/A,N/A,N/A,27,22,0,4
2,50,292,295,292,458,250,N/A,N/A,N/A,46,39,3,5
2+1/2,65,330,333,330,508,250,N/A,N/A,N/A,55,46,3,5
3,80,356,359,356,570,250,N/A,N/A,N/A,72,61,3,5
4,100,432,435,432,1257,600,N/A,N/A,N/A,120,100,3,5
5,125,508,511,508,1257,600,N/A,N/A,N/A,190,165,3,5
6,150,559,562,559,872,500,N/A,N/A,N/A,253,215,3,5
8,200,660,663,660,1101,560,N/A,N/A,N/A,413,351,3,5
10,250,787,790,787,1279,640,N/A,N/A,N/A,623,529,3,5
12,300,838,841,838,1468,680,N/A,N/A,N/A,981,833,3,5
14,350,889,892,889,1623,760,N/A,N/A,N/A,1316,1118,3,5
16,400,991,994,991,1816,760,N/A,N/A,N/A,1672,1421,3,5
18,450,1092,1095,1092,2260,560,N/A,N/A,N/A,2070,1759,3,5
20,500,1194,1200,1194,2705,560,N/A,N/A,N/A,2405,2044,6,5
22,550,1295,1305,1295,2750,560,N/A,N/A,N/A,3000,2800,10,6
24,600,1397,1407,1397,2810,560,N/A,N/A,N/A,4550,3867,10,6
26,650,1448,1461,1448,2921,560,N/A,N/A,N/A,5260,4471,13,6
28,700,1549,1562,1549,3136,560,N/A,N/A,N/A,5960,5066,13,6
30,750,1651,1664,1651,3327,560,N/A,N/A,N/A,6700,5695,13,6
32,800,1778,1794,1778,3581,560,N/A,N/A,N/A,8312,7065,16,N/A
34,850,1930,1946,1930,3750,560,N/A,N/A,N/A,9000,7800,16,N/A
36,900,2083,2099,2083,4013,560,N/A,N/A,N/A,10125,8606,16,N/A
