14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ-F/F,BW-F/F,N/A,Height,N/A,N/A,BW F/F Short Pattern,RF/RTJ KG,BW KG,RTJ Addition,RTJ Gap
0+3/4,20,229,229,229,N/A,130,N/A,N/A,N/A,20,17,N/A,N/A
1,25,254,254,254,N/A,160,N/A,N/A,N/A,38,33,0,4
1+1/4,32,279,279,279,N/A,190,N/A,N/A,N/A,49,42,0,4
1+1/2,40,305,305,305,N/A,220,N/A,N/A,N/A,61,52,0,4
2,50,368,371,368,N/A,250,N/A,N/A,N/A,69,59,3,3
2+1/2,65,419,422,419,N/A,270,N/A,N/A,254,93,79,3,3
3,80,381,384,381,N/A,230,N/A,N/A,305,85,73,3,4
4,100,457,460,457,N/A,310,N/A,N/A,356,145,124,3,4
5,125,559,562,559,N/A,N/A,N/A,N/A,432,220,195,3,4
6,150,610,613,610,N/A,360,N/A,N/A,508,310,264,3,4
8,200,737,740,737,N/A,430,N/A,N/A,660,500,425,3,4
10,250,838,841,838,N/A,480,N/A,N/A,787,772,657,3,4
12,300,965,968,965,N/A,560,N/A,N/A,914,1080,918,3,4
14,350,1029,1039,1029,N/A,629,N/A,N/A,991,1500,1275,10,4
16,400,1130,1140,1130,N/A,700,N/A,N/A,1092,2130,1811,10,4
18,450,1219,1232,1219,N/A,800,N/A,N/A,N/A,2600,2210,13,5
20,500,1321,1334,1321,N/A,850,N/A,N/A,N/A,3400,2890,13,5
22,550,N/A,N/A,N/A,N/A,900,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,600,1549,1568,1549,N/A,950,N/A,N/A,N/A,4150,4000,19,6
