14,2,3,4,5,6,7,8,9,10,11,12,13,14
Wafer Ch,Wafer Check NB mm,od,Face to Face,nim mating flg bore,id,no of bolts,bolt len,spa,bolt dia M,bolt dia,Weight Kg,VIEW LOOKING UPSTREAM,SECTION PLAN
0+1/4,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VIEW LOOKING UPSTREAM,SECTION PLAN
0+3/8,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VIEW LOOKING UPSTREAM,SECTION PLAN
0+1/2,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VIEW LOOKING UPSTREAM,SECTION PLAN
0+3/4,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VIEW LOOKING UPSTREAM,SECTION PLAN
1,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VIEW LOOKING UPSTREAM,SECTION PLAN
1+1/4,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VIEW LOOKING UPSTREAM,SECTION PLAN
1+1/2,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VIEW LOOKING UPSTREAM,SECTION PLAN
2,50,142.875,70,0,60.325,8,222.25,N/A,24,0+7/8,8,VIEW LOOKING UPSTREAM,SECTION PLAN
3,80,168.275,83,53.975,88.9,8,241.3,N/A,24,0+7/8,13,VIEW LOOKING UPSTREAM,SECTION PLAN
4,100,206.375,102,85.725,114.3,8,279.4,N/A,30,1+1/8,21,VIEW LOOKING UPSTREAM,SECTION PLAN
6,150,288.925,159,120.65,168.275,12,355.6,N/A,30,1+1/8,56,VIEW LOOKING UPSTREAM,SECTION PLAN
8,200,358.775,206,171.45,219.075,12,434.975,N/A,36,1+3/8,127,VIEW LOOKING UPSTREAM,SECTION PLAN
10,250,434.975,241,200.025,273.05,16,482.6,N/A,36,1+3/8,204,VIEW LOOKING UPSTREAM,SECTION PLAN
12,300,498.475,292,250.825,323.85,20,552.45,N/A,36,1+3/8,338,VIEW LOOKING UPSTREAM,SECTION PLAN
14,350,520.7,356,209.55,355.6,20,647.7,N/A,39,1+1/2,453,VIEW LOOKING UPSTREAM,SECTION PLAN
16,400,574.675,384,257.175,406.4,20,688.975,N/A,42,1+5/8,550,VIEW LOOKING UPSTREAM,SECTION PLAN
18,450,638.175,451,301.625,457.2,20,800.1,N/A,48,1+7/8,681,VIEW LOOKING UPSTREAM,SECTION PLAN
20,500,698.5,451,406.4,508,20,825.5,N/A,52,2,658,VIEW LOOKING UPSTREAM,SECTION PLAN
24,600,838.2,495,514.35,609.6,20,965.2,N/A,64,2+1/2,1271,VIEW LOOKING UPSTREAM,SECTION PLAN
