14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ F/F,BW-F/F,Height-HW,Diam-HW,N/A,N/A,N/A,RF/RTJ KG,BW KG,RTJ Add Len,gap
0+1/2,15,140,151,140,260,152,N/A,N/A,N/A,6,5,11,3
0+3/4,20,152,165,152,265,177,N/A,N/A,N/A,7,5,13,4
1,25,165,178,165,270,203,N/A,N/A,N/A,10,8,13,4
1+1/4,32,178,191,178,320,203,N/A,N/A,N/A,23,19,13,4
1+1/2,40,190,203,190,390,203,N/A,N/A,N/A,26,22,13,4
2,50,216,232,216,424,200,N/A,N/A,N/A,24,20,16,6
2+1/2,65,241,257,241,460,200,N/A,N/A,N/A,44,37,16,6
3,80,282,298,282,535,250,N/A,N/A,N/A,52,44,16,6
4,100,305,321,305,615,250,N/A,N/A,N/A,76,64,16,6
5,125,381,397,381,662,350,N/A,N/A,N/A,94,79,16,6
6,150,403,419,403,795,350,N/A,N/A,N/A,146,124,16,6
8,200,419,435,419,1012,400,N/A,N/A,N/A,218,185,16,6
10,250,457,473,457,1231,450,N/A,N/A,N/A,352,299,16,6
12,300,502,518,502,1450,500,N/A,N/A,N/A,472,401,16,6
14,350,762,778,762,1645,560,N/A,N/A,N/A,694,589,16,6
16,400,838,854,838,1841,560,N/A,N/A,N/A,1080,918,16,6
18,450,914,930,914,1943,560,N/A,N/A,N/A,1235,1049,16,6
20,500,991,1010,991,2154,560,N/A,N/A,N/A,1655,1406,19,6
22,550,N/A,N/A,1092,2200,560,N/A,N/A,N/A,N/A,1500,N/A,N/A
24,600,1143,1165,1143,2553,560,N/A,N/A,N/A,2320,1972,22,6
26,650,1245,1270,1245,2750,560,N/A,N/A,N/A,3100,2635,25,6
28,700,1346,1371,1346,3100,560,N/A,N/A,N/A,3893,3309,25,6
30,750,1397,1422,1397,3320,560,N/A,N/A,N/A,4930,4190,25,6
32,800,1524,1552,1524,3560,560,N/A,N/A,N/A,5230,4445,28,N/A
34,850,1626,1654,1626,3600,560,N/A,N/A,N/A,6000,5100,28,N/A
36,900,1727,1755,1727,3910,560,N/A,N/A,N/A,6885,5852,28,N/A
