14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ-F/F,BW-F/F,Height-HW,Diam-HW,N/A,N/A,N/A,RF/RTJ KG,BW KG,RTJ Addition,RTJ Gap
0+1/2,15,264,264,264,300,150,N/A,N/A,N/A,30,26,0,4
0+3/4,20,273,273,273,300,150,N/A,N/A,N/A,40,34,0,4
1,25,308,308,308,300,177,N/A,N/A,N/A,60,51,0,4
1+1/4,32,349,352,349,375,203,N/A,N/A,N/A,75,64,3,3
1+1/2,40,384,387,384,450,254,N/A,N/A,N/A,90,77,3,3
2,50,451,454,451,700,350,N/A,N/A,N/A,117,100,3,3
2+1/2,65,508,514,508,750,450,N/A,N/A,N/A,217,185,6,3
3,80,578,584,578,887,560,N/A,N/A,N/A,295,251,6,3
4,100,673,683,673,1079,720,N/A,N/A,N/A,560,476,10,4
5,125,794,807,794,1079,720,N/A,N/A,N/A,600,560,13,4
6,150,914,927,914,1370,560,N/A,N/A,N/A,770,655,13,4
8,200,1022,1038,1022,1530,560,N/A,N/A,N/A,1239,1054,16,5
10,250,1270,1292,1270,2045,560,N/A,N/A,N/A,2222,1889,22,6
12,300,1422,1444,1422,2145,560,N/A,N/A,N/A,3310,2814,22,8
