14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ-F/F,BW-F/F,N/A,Height,N/A,N/A,BW F/F Short Pattern,RF/RTJ KG,BW KG,RTJ Addition,RTJ Gap
0+1/2,15,165,165,N/A,N/A,100,N/A,N/A,N/A,5,5,N/A,N/A
0+3/4,20,190,190,N/A,N/A,120,N/A,N/A,N/A,10,9,N/A,N/A
1,25,216,216,133,N/A,140,N/A,N/A,133,15,13,0,4
1+1/4,32,229,229,146,N/A,160,N/A,N/A,146,26,22,0,4
1+1/2,40,241,241,152,N/A,180,N/A,N/A,152,38,33,0,4
2,50,292,295,178,N/A,187,N/A,N/A,178,52,45,3,5
2+1/2,65,330,333,216,N/A,216,N/A,N/A,216,63,54,3,5
3,80,356,359,254,N/A,278,N/A,N/A,254,75,64,3,5
4,100,432,435,305,N/A,316,N/A,N/A,305,122,104,3,5
5,125,508,511,381,N/A,N/A,N/A,N/A,381,170,148,3,5
6,150,559,562,457,N/A,400,N/A,N/A,457,227,193,3,5
8,200,660,663,584,N/A,432,N/A,N/A,584,346,294,3,5
10,250,787,790,711,N/A,483,N/A,N/A,711,628,534,3,5
12,300,838,841,813,N/A,508,N/A,N/A,813,796,677,3,5
14,350,889,892,N/A,N/A,572,N/A,N/A,N/A,892,759,3,5
16,400,991,994,N/A,N/A,660,N/A,N/A,N/A,1200,1020,3,5
18,450,1092,1095,N/A,N/A,730,N/A,N/A,N/A,1600,1360,3,5
20,500,1194,1200,N/A,N/A,800,N/A,N/A,N/A,2420,2057,6,5
22,550,1295,1305,N/A,N/A,820,N/A,N/A,N/A,3000,2300,10,6
24,600,1397,1407,N/A,N/A,900,N/A,N/A,N/A,3150,2678,10,6
26,650,1448,1448,N/A,N/A,950,N/A,N/A,N/A,3500,2975,N/A,N/A
28,700,1600,1600,N/A,N/A,1000,N/A,N/A,N/A,3800,3230,N/A,N/A
30,750,1651,1651,N/A,N/A,1050,N/A,N/A,N/A,4200,3570,N/A,N/A
32,800,N/A,N/A,N/A,N/A,1100,N/A,N/A,N/A,4500,3825,N/A,N/A
34,850,N/A,N/A,N/A,N/A,1150,N/A,N/A,N/A,5050,4293,N/A,N/A
36,900,2083,2083,N/A,N/A,1200,N/A,N/A,N/A,5500,4675,N/A,N/A
