14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ-F/F,BW-F/F,N/A,Height,N/A,N/A,BW F/F Short Pattern,RF/RTJ KG,BW KG,RTJ Addition,RTJ Gap
0+1/2,15,10.38,10.38,10.38,N/A,4.92,N/A,N/A,N/A,30,26,0,0.16
0+3/4,20,10.75,10.75,10.75,N/A,5.51,N/A,N/A,N/A,40,34,0,0.16
1,25,12.12,12.12,12.12,N/A,6.29,N/A,N/A,N/A,60,51,0,0.16
1+1/4,32,13.75,13.87,13.75,N/A,7.08,N/A,N/A,N/A,75,64,0.12,0.12
1+1/2,40,15.12,15.24,15.12,N/A,7.87,N/A,N/A,N/A,90,77,0.12,0.12
2,50,17.75,17.87,17.75,N/A,9.44,N/A,N/A,11,117,100,0.12,0.12
2+1/2,65,20,20.25,20,N/A,11.41,N/A,N/A,13,217,185,0.25,0.12
3,80,22.75,23,22.75,N/A,13.38,N/A,N/A,14.5,295,251,0.25,0.12
4,100,26.5,26.88,26.5,N/A,15.35,N/A,N/A,18,560,476,0.38,0.16
5,125,31.25,31.75,31.25,N/A,17.32,N/A,N/A,21,650,530,0.5,0.16
6,150,36,36.5,36,N/A,19.68,N/A,N/A,24,770,655,0.5,0.16
8,200,40.25,40.87,40.25,N/A,24.8,N/A,N/A,30,1239,1054,0.62,0.19
10,250,50,50.88,50,N/A,29.92,N/A,N/A,36,2222,1889,0.88,0.25
12,300,56,56.88,56,N/A,35.43,N/A,N/A,41,3310,2814,0.88,0.31
