14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ-F/F,BW-F/F,Height-HW,Diam-HW,N/A,N/A,N/A,RF/RTJ KG,BW KG,RTJ Addition,RTJ Gap
0+1/4,8,102,N/A,102,100,80,N/A,N/A,N/A,5,5,N/A,N/A
0+3/8,10,102,N/A,102,120,90,N/A,N/A,N/A,5,5,N/A,N/A
0+1/2,15,108,N/A,108,250,101,N/A,N/A,N/A,5,5,N/A,N/A
0+3/4,20,117,N/A,117,250,101,N/A,N/A,N/A,7,6,N/A,N/A
1,25,127,140,127,269,127,N/A,N/A,N/A,10,9,13,4
1+1/4,32,140,153,140,280,165,N/A,N/A,N/A,15,13,13,4
1+1/2,40,165,178,165,330,200,N/A,N/A,N/A,18,16,13,4
2,50,203,216,203,410,200,N/A,N/A,N/A,22,19,13,4
2+1/2,65,216,229,216,432,200,N/A,N/A,N/A,30,26,13,4
3,80,241,254,241,450,250,N/A,N/A,N/A,42,36,13,4
4,100,292,305,292,500,250,N/A,N/A,N/A,60,51,13,4
5,125,356,369,356,538,300,N/A,N/A,N/A,77,66,13,4
6,150,406,419,406,550,350,N/A,N/A,N/A,101,86,13,4
8,200,495,508,495,620,400,N/A,N/A,N/A,161,137,13,4
10,250,622,635,622,762,750,N/A,N/A,N/A,308,262,13,4
12,300,698,711,698,860,750,N/A,N/A,N/A,410,349,13,4
14,350,787,800,787,1442,560,N/A,N/A,N/A,610,519,13,3
16,400,914,927,914,1625,560,N/A,N/A,N/A,880,748,13,3
