14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ-F/F,BW-F/F,Height-HW,Diam-HW,N/A,N/A,N/A,RF/RTJ KG,BW KG,RTJ Addition,RTJ Gap
0+1/2,15,8.5,8.5,8.5,11.8,6,N/A,N/A,N/A,21,18,0,0.16
0+3/4,20,9,9,9,11.8,6,N/A,N/A,N/A,30,26,0,0.16
1,25,10,10,10,11.8,6.9,N/A,N/A,N/A,38,33,0,0.16
1+1/4,32,11,11,11,14.7,7.9,N/A,N/A,N/A,49,42,0,0.16
1+1/2,40,12,12,12,17.7,10,N/A,N/A,N/A,61,52,0,0.16
2,50,14.5,14.62,14.5,21.4,12.5,N/A,N/A,N/A,87,74,0.12,0.12
2+1/2,65,16.5,16.62,16.5,23.1,13.7,N/A,N/A,N/A,168,143,0.12,0.12
3,80,18.5,18.62,18.5,27.9,17.3,N/A,N/A,N/A,250,213,0.12,0.12
4,100,21.5,21.62,21.5,28.2,19.6,N/A,N/A,N/A,435,370,0.12,0.12
5,125,26.5,26.62,26.5,32.9,19.6,N/A,N/A,N/A,370,400,0.12,0.12
6,150,27.75,28,27.75,35,24.8,N/A,N/A,N/A,540,459,0.25,0.12
8,200,32.75,33.13,32.75,48.8,22,N/A,N/A,N/A,970,825,0.38,0.16
10,250,39,39.38,39,65,22,N/A,N/A,N/A,1520,1292,0.38,0.16
12,300,44.5,45.12,44.5,73.6,22,N/A,N/A,N/A,1960,1666,0.62,0.19
14,350,49.5,50.25,49.5,89.2,22,N/A,N/A,N/A,2693,2289,0.75,0.22
