14,2,3,4,5,6,7,8,9,10,11,12,13,14
NPS,DN,RF-F/F,RTJ-F/F,BW-F/F,N/A,Height,N/A,N/A,BW F/F Short Pattern,RF/RTJ KG,BW KG,RTJ Addition,RTJ Gap
0+1/2,15,216,216,216,N/A,110,N/A,N/A,N/A,21,18,0,4
0+3/4,20,229,229,229,N/A,140,N/A,N/A,N/A,30,26,0,4
1,25,254,254,254,N/A,170,N/A,N/A,N/A,38,33,0,4
1+1/4,32,279,279,279,N/A,200,N/A,N/A,N/A,49,42,0,4
1+1/2,40,305,305,305,N/A,250,N/A,N/A,N/A,61,52,0,4
2,50,368,371,368,N/A,310,N/A,N/A,216,69,59,3,3
2+1/2,65,419,422,419,N/A,310,N/A,N/A,254,93,79,3,3
3,80,470,473,470,N/A,330,N/A,N/A,305,140,119,3,3
4,100,546,549,546,N/A,355,N/A,N/A,406,232,198,3,3
5,125,673,676,673,N/A,N/A,N/A,N/A,483,N/A,0,3,3
6,150,705,711,705,N/A,400,N/A,N/A,559,490,417,6,3
8,200,832,842,832,N/A,530,N/A,N/A,711,990,842,10,4
10,250,991,1001,991,N/A,560,N/A,N/A,864,1490,1267,10,4
12,300,1130,1146,1130,N/A,650,N/A,N/A,991,1970,1675,16,5
14,350,1257,1276,1257,N/A,785,N/A,N/A,1067,2450,2083,19,6
16,400,1384,1406,1384,N/A,930,N/A,N/A,1194,3205,2725,22,8
18,450,1537,1559,1537,N/A,800,N/A,N/A,N/A,3900,3315,22,8
20,500,1664,1686,1664,N/A,870,N/A,N/A,N/A,4600,3910,22,10
22,550,N/A,N/A,N/A,N/A,940,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,600,1943,1971,1943,N/A,1000,N/A,N/A,N/A,5300,4505,28,11
