5,2,3,4,5
NB,NB,Length,Height,Weight
0+1/4,8,3.8,2.12,1.92
0+3/8,10,3.8,2.12,1.92
0+1/2,15,4.09,2.4,2.24
0+3/4,20,5.03,3.12,4
1,25,6.03,3.84,6.08
1+1/4,32,7.47,4.74,10.08
1+1/2,40,8.05,5.92,14.56
2,50,10.35,6.79,23.2
