9,2,3,4,5,6,7,8,9
nb,nb,f to f,HW dia,Height,sw dia,port dia,sw depth,kg
0+1/4,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0+3/8,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0+1/2,15,3.31,2.9,5.9,0.84,0.31,0.37,2
0+3/4,20,3.56,2.9,6.37,1.06,0.5,0.5,2
1,25,4.37,3.18,7.75,1.34,0.68,0.5,3.5
1+1/4,32,5.25,3.75,8.93,1.68,0.87,0.5,5.3
1+1/2,40,6.5,3.75,9.81,1.9,1.12,0.5,9.5
2,50,7,5.98,11.06,2.4,1.37,0.62,11.4
