"7","2","3","4","5","6","7"
"nb","nb","B","D","C","G","J"
"0+1/8","6","11.1125","4.7625","3.175","3.175","10"
"0+1/4","8","14.2875","7.14375","3.96875","3.96875","10"
"0+3/8","10","18.25625","9.525","3.96875","3.96875","10"
"0+1/2","15","22.225","12.7","5.55625","4.7625","10"
"0+3/4","20","27.78125","16.66875","6.35","5.55625","13"
"1","25","34.13125","21.43125","7.14375","6.35","13"
"1+1/4","32","42.8625","30.1625","7.14375","6.35","13"
"1+1/2","40","49.2125","34.925","7.9375","7.14375","13"
"2","50","61.9125","43.65625","9.525","8.73125","16"
"2+1/2","65","74.6125","53.975","10.31875","8.73125","16"
"3","80","90.4875","66.675","11.90625","10.31875","16"
"4","100","115.8875","87.3125","18.25625","11.90625","35"
