5,2,3,4,5
nb,nb,O=Len,P=Dia,kg
0+1/8,6,N/A,N/A,N/A
0+1/4,8,53.98,46.04,0.5
0+3/8,10,57.15,50.8,0.65
0+1/2,15,69.06,60.33,0.91
0+3/4,20,72.23,72.23,1.8
1,25,80.17,80.17,2
1+1/4,32,88.9,93.66,2.5
1+1/2,40,107.95,100.01,3.9
2,50,114.3,122.24,6.5
