12,2,3,4,5,6,7,8,9,10,11,12
NB inche,NB mm,Height A,OD,Hole,OD 2,KG,N/A,N/A,N/A,N/A,N/A
0+1/4,8,28.58,34.93,14.29,31.75,0.14,,,,,
0+3/8,10,28.58,34.93,14.29,31.75,0.14,,,,,
0+1/2,15,31.75,44.45,19.05,39.69,0.2,,,,,
0+3/4,20,36.51,50.8,25.4,46.04,0.34,,,,,
1,25,39.69,61.91,33.34,57.15,0.56,,,,,
1+1/4,32,41.28,69.85,38.1,65.09,0.71,,,,,
1+1/2,40,42.86,82.55,49.21,76.2,0.89,,,,,
2,50,52.39,103.19,69.85,92.08,2.3,,,,,
