5,2,3,4,5
NB,DN,FMCtrToEnd,MCtrToEnd,Kg
0+1/8,8,0.88,1.25,0.11
0+1/4,10,1,1.5,0.1
0+3/8,15,1.12,1.62,0.17
0+1/2,20,1.38,1.88,0.26
0+3/4,25,1.75,2.25,0.47
1,32,2,2.62,0.65
1+1/4,40,2.12,2.81,1.06
1+1/2,50,2.5,3.31,1.36
2,65,3.25,4.13,2.47
