5,2,3,4,5
NB,DN,Length,Diameter,Kg
0+1/8,6,16,16,0.02
0+1/4,8,17.5,19,0.02
0+3/8,10,19,22,0.08
0+1/2,15,24,28,0.08
0+3/4,20,25.5,35,0.11
1,25,30,44,0.14
1+1/4,32,33.5,57,0.34
1+1/2,40,39.5,64,0.51
2,50,43,76,0.7
2+1/2,65,46,92,0.9
3,80,54,108,1.53
4,100,60.5,140,3.79
