7,2,3,4,5,6,7
nb,nb,len,od,wt,lowerLimit,HigherLimit
0+1/8,6,0,0,0.05,0,0
0+1/4,8,0,0,0.05,0,0
0+3/8,10,38.1,22.22,0.11,4,4
0+1/2,15,47.63,28.57,0.11,5,5
0+3/4,20,50.8,34.92,0.19,6,6
1,25,60.32,44.45,0.28,4,7
1+1/4,32,66.67,57.15,0.7,8,8
1+1/2,40,79.37,63.5,0.99,6,9
2,50,85.72,76.2,1.41,8,10
2+1/2,65,92.07,92.07,1.81,11,11
3,80,107.95,107.95,3.06,11,12
4,100,120.65,139.7,7.59,11,13
