7,2,3,4,5,6,7
nb,nb,M,N,O,P,kg
0+1/8,6,N/A,N/A,N/A,N/A,N/A
0+1/4,8,28.58,34.13,46.83,61.91,0.44
0+3/8,10,28.58,34.13,53.98,72.23,0.47
0+1/2,15,33.34,38.1,60.33,81.76,1
0+3/4,20,38.1,46.83,66.68,89.69,1.03
1,25,44.45,56.36,74.61,102.39,1.76
1+1/4,32,60.33,76.2,84.93,115.09,3.4
1+1/2,40,60.33,76.2,97.63,124.62,3.55
2,50,63.5,92.08,108.74,139.7,5.2
