7,2,3,4,5,6,7
nb,nb,M,N,O,P,kg
0+1/8,6,N/A,N/A,N/A,N/A,N/A
0+1/4,8,1.16,1.39,1.91,2.52,0.44
0+3/8,10,1.16,1.39,2.2,2.94,0.47
0+1/2,15,1.36,1.55,2.46,3.33,1
0+3/4,20,1.55,1.91,2.72,3.66,1.03
1,25,1.81,2.3,3.04,4.17,1.76
1+1/4,32,2.46,3.11,3.46,4.69,3.4
1+1/2,40,2.46,3.11,3.98,5.08,3.55
2,50,2.59,3.75,4.43,5.7,5.2
