5,2,3,4,5
NB,DN,A - FMCtrToEnd,J - MCtrToEnd,Kg
0+1/8,8,22,32,0.28
0+1/4,10,25,38,0.17
0+3/8,15,28,41,0.19
0+1/2,20,35,48,0.45
0+3/4,25,44,57,0.73
1,32,51,66,1.37
1+1/4,40,54,71,1.67
1+1/2,50,64,84,3.22
2,65,83,105,5
