5,2,3,4,5
NB,DN,FMCtrToEnd,MCtrToEnd,Kg
0+1/8,8,22,32,0.11
0+1/4,10,25,38,0.1
0+3/8,15,28,41,0.17
0+1/2,20,35,48,0.26
0+3/4,25,44,57,0.47
1,32,51,66,0.65
1+1/4,40,54,71,1.06
1+1/2,50,64,84,1.36
2,65,83,105,2.47
