8,2,3,4,5,6,7,8
nb,NB,A,E,C,W,B 3000,kg
0+1/8,6,0.45,0.42,0.25,1.06,0.19,0.01
0+1/4,8,0.61,0.61,0.25,1.45,0.32,0.02
0+3/8,10,0.74,0.64,0.32,1.61,0.45,0.04
0+1/2,15,0.9,0.8,0.32,1.94,0.58,0.07
0+3/4,20,1.1,0.84,0.42,2.13,0.77,1
1,25,1.42,1,0.42,2.46,0.97,0.19
1+1/2,40,2.04,1.06,0.64,2.78,1.55,0.32
2,50,2.52,1.1,0.68,2.88,2,0.55
