5,2,3,4,5
nb,nb,Q,R,kg
0+1/8,6,N/A,N/A,N/A
0+1/4,8,2.48,1.3,0.18
0+3/8,10,2.81,1.55,0.25
0+1/2,15,3.06,1.87,0.45
0+3/4,20,3.26,2.28,0.55
1,25,3.67,2.65,0.85
1+1/4,32,4,3.26,1.25
1+1/2,40,4.28,3.59,1.7
2,50,4.89,4.28,2.6
