5,2,3,4,5
NB,DN,Length,Diameter,Kg
0+1/8,6,16,22,0.04
0+1/4,8,17.5,25,0.04
0+3/8,10,19,32,0.05
0+1/2,15,24,38,0.11
0+3/4,20,25.5,44,0.22
1,25,30,57,0.48
1+1/4,32,33.5,64,0.53
1+1/2,40,39.5,76,0.99
2,50,43,92,1.75
2+1/2,65,46,108,2.43
3,80,54,127,3.06
4,100,60.5,159,5.55
