5,2,3,4,5
nb,nb,O,P,kg
0+1/8,3,N/A,N/A,N/A
0+1/4,8,1.74,1.45,0.14
0+3/8,10,1.94,1.68,0.2
0+1/2,15,2.13,1.87,0.35
0+3/4,20,2.33,2.3,0.43
1,25,2.55,2.65,0.65
1+1/4,32,2.78,3.27,1
1+1/2,40,3.17,3.59,1.23
2,50,3.72,4.27,2.01
2+1/2,65,4.89,4.98,5.5
3,80,4.89,5.86,8
4,100,6.02,8.16,12.8
