8,2,3,4,5,6,7,8
NB,DN,A,H,G,B,L2,WT
0+1/8,6,25,25,6.35,6.4,6.7,0.11
0+1/4,8,28,33,6.6,8.1,10.2,0.28
0+3/8,10,33,38,6.98,9.1,10.4,0.46
0+1/2,15,38,46,8.15,10.9,13.6,0.73
0+3/4,20,44,56,8.53,12.7,13.9,1.19
1,25,51,62,9.93,14.7,17.3,1.58
1+1/4,32,60,75,10.59,17,18,3.06
1+1/2,40,64,84,11.07,17.8,18.4,3.4
2,50,83,102,12.09,19,19.2,6.09
2+1/2,65,95,121,15.29,23.6,28.9,9.46
3,80,106,146,16.64,25.9,30.5,17.71
4,100,114,152,18.67,27.7,33,17.23
