8,2,3,4,5,6,7,8
nb,NB,A,E,C,W,B 6000,Kg
0+1/8,6,11.11,10.31,6.35,26.19,2.38,0.01
0+1/4,8,15.08,15.08,6.35,35.71,6.35,0.03
0+3/8,10,18.25,15.87,7.93,39.68,7.93,0.05
0+1/2,15,22.22,19.84,7.93,47.62,11.11,0.1
0+3/4,20,26.98,20.63,10.31,52.38,12.7,0.16
1,25,34.92,24.6,10.31,60.32,16.66,0.32
1+1/2,40,50,26.19,15.87,68.26,30.16,0.67
2,50,61.91,26.98,16.66,70.64,38.89,0.95
