5,2,3,4,5
NB,DN,Length,Diameter,Kg
0+1/8,6,1.25,0.62,0.05
0+1/4,8,1.38,0.75,0.05
0+3/8,10,1.5,0.88,0.11
0+1/2,15,1.88,1.12,0.11
0+3/4,20,2,1.38,0.19
1,25,2.38,1.75,0.28
1+1/4,32,2.62,2.25,0.7
1+1/2,40,3.12,2.5,0.99
2,50,3.38,3,1.41
2+1/2,65,3.62,3.62,1.81
3,80,4.25,4.25,3.06
4,100,4.75,5.5,7.59
