6,2,3,4,5,6
NB,DN,Thread Length,Across Flats,Head Depth,Kg
0+1/8,6,0.38,0.44,0.25,0.02
0+1/4,8,0.44,0.62,0.25,0.02
0+3/8,10,0.5,0.69,0.31,0.05
0+1/2,15,0.56,0.88,0.31,0.08
0+3/4,20,0.62,1.06,0.38,0.14
1,25,0.75,1.38,0.38,0.22
1+1/4,32,0.81,1.75,0.56,0.51
1+1/2,40,0.81,2,0.62,0.62
2,50,0.88,2.5,0.69,1.02
2+1/2,65,1.06,3,0.75,1.75
3,80,1.12,3.5,0.81,2.66
4,100,1.25,4.62,1,5.89
