5,2,3,4,5
NB,DN,A - FMCtrToEnd,J - MCtrToEnd,Kg
0+1/8,8,0.88,1.25,0.1
0+1/4,10,1,1.5,0.17
0+3/8,15,1.12,1.62,0.19
0+1/2,20,1.38,1.88,0.45
0+3/4,25,1.75,2.25,0.73
1,32,2,2.62,1.37
1+1/4,40,2.12,2.81,1.67
1+1/2,50,2.5,3.31,3.22
2,65,3.25,4.13,5
