8,2,3,4,5,6,7,8
nb,nb,K,M,N,kG,N/A,N/A
0+1/8,6,N/A,N/A,N/A,N/A,N/A,N/A
0+1/4,8,1.23,1.13,0.58,0.12,45deg,0.375
0+3/8,10,1.23,1.29,0.71,0.16,45deg,0.375
0+1/2,15,1.36,1.55,0.87,0.21,45deg,0.375
0+3/4,20,1.42,1.81,1.1,0.3,45deg,0.375
1,25,1.74,2.33,1.36,0.63,45deg,0.375
1+1/4,32,1.94,2.59,1.71,1.03,45deg,0.375
1+1/2,40,2.07,3.11,1.97,1.27,45deg,0.375
2,50,2.33,3.75,2.49,2.02,45deg,0.375
