6,2,3,4,5,6
NB,DN,Thread Length,Head Width,Head Length,Kg
0+1/8,6,10,7.15,6,0
0+1/4,8,11,9.55,6,0.01
0+3/8,10,13,11.11,8,0.02
0+1/2,15,14,14.29,10,0.05
0+3/4,20,16,15.88,11,0.08
1,25,19,20.64,13,0.14
1+1/4,32,21,23.81,14,0.25
1+1/2,40,21,28.58,16,0.39
2,50,22,53.34,18,0.68
2+1/2,65,27,38.1,19,1.02
3,80,28,42.86,21,1.3
4,100,32,63.5,25,3.25
