8,2,3,4,5,6,7,8
NB,DN,A,H,G,B,L2,WT
0+1/8,6,21,22,3.18,6.4,6.7,0.1
0+1/4,8,25,25,3.3,8.1,10.2,0.15
0+3/8,10,28,33,3.51,9.1,10.4,0.26
0+1/2,15,33,38,4.09,10.9,13.6,0.44
0+3/4,20,38,46,4.32,12.7,13.9,0.61
1,25,44,56,4.98,14.7,17.3,1.02
1+1/4,32,51,62,5.28,17,18,1.09
1+1/2,40,60,75,5.56,17.8,18.4,1.58
2,50,64,84,7.14,19,19.2,2.68
2+1/2,65,83,102,7.65,23.6,28.9,5.39
3,80,95,121,8.84,25.9,30.5,6.54
4,100,114,152,11.18,27.7,33,14.5
