5,2,3,4,5
NB,DN,Length,Diameter,Kg
0+1/8,6,0.625,0.62,0.02
0+1/4,8,0.69,0.75,0.02
0+3/8,10,0.75,0.88,0.08
0+1/2,15,0.94,1.12,0.08
0+3/4,20,1,1.38,0.11
1,25,1.19,1.75,0.14
1+1/4,32,1.31,2.25,0.34
1+1/2,40,1.56,2.5,0.51
2,50,1.69,3,0.7
2+1/2,65,1.81,3.62,0.9
3,80,2.125,4.25,1.53
4,100,2.375,5.5,3.79
