8,2,3,4,5,6,7,8
NB,DN,A,H,G,B,L2,WT
0+1/8,6,17,22,3.18,6.4,6.7,0.04
0+1/4,8,17,22,3.18,8.1,10.2,0.08
0+3/8,10,19,25,3.18,9.1,10.4,0.1
0+1/2,15,22,33,3.18,10.9,13.6,0.19
0+3/4,20,25,38,3.18,12.7,13.9,0.33
1,25,28,46,3.68,14.7,17.3,0.47
1+1/4,32,33,56,3.89,17,18,0.62
1+1/2,40,35,62,4.01,17.8,18.4,0.78
2,50,43,75,4.27,19,19.2,1.3
2+1/2,65,52,92,5.61,23.6,28.9,3.51
3,80,64,109,5.99,25.9,30.5,5.13
4,100,79,146,6.55,27.7,33,8.67
