8,2,3,4,5,6,7,8
NB,DN,A,H,G,B,L2,WT
0+1/8,6,19,25,6.35,6.4,6.7,0.11
0+1/4,8,22,33,6.6,8.1,10.2,0.29
0+3/8,10,25,38,6.98,9.1,10.4,0.22
0+1/2,15,28,46,8.15,10.9,13.6,0.65
0+3/4,20,33,56,8.53,12.7,13.9,0.99
1,25,35,62,9.93,14.7,17.3,1.26
1+1/4,32,43,75,10.59,17,18,2.12
1+1/2,40,44,84,11.07,17.8,18.4,2.6
2,50,52,102,12.09,19,19.2,4.3
2+1/2,65,64,121,15.29,23.6,28.9,6.8
3,80,79,146,16.64,25.9,30.5,13.86
4,100,79,152,18.67,27.7,33,16.95
