6,2,3,4,5,6
NB,DN,Thread Length,Across Flats,Head Depth,Kg
0+1/8,6,0.38,0.44,0.1,0.02
0+1/4,8,0.44,0.62,0.12,0.02
0+3/8,10,0.5,0.69,0.16,0.02
0+1/2,15,0.56,0.88,0.19,0.02
0+3/4,20,0.62,1.06,0.22,0.05
1,25,0.75,1.38,0.25,0.08
1+1/4,32,0.81,1.75,0.28,0.17
1+1/2,40,0.81,2,0.31,0.31
2,50,0.88,2.5,0.34,0.73
2+1/2,65,1.06,3,0.38,1.07
3,80,1.12,3.5,0.41,1.58
4,100,1.25,4.62,0.5,3.76
