6,2,3,4,5,6
NB,DN,Length,Diameter,Thickness,Kg
0+1/8,6,.,0.88,.,0.05
0+1/4,8,1.06,1,0.25,0.05
0+3/8,10,1.06,1.25,0.25,0.08
0+1/2,15,1.31,1.5,0.31,0.14
0+3/4,20,1.5,1.75,0.31,0.19
1,25,1.69,2.25,0.44,0.34
1+1/4,32,1.81,2.5,0.44,0.59
1+1/2,40,1.88,3,0.5,0.76
2,50,2,3.62,0.62,1.47
2+1/2,65,2.5,4.25,0.75,3.67
3,80,2.69,5,0.88,5.3
4,100,2.94,6.25,1.12,6.46
