5,2,3,4,5
nb,nb,Q,R,kg
0+1/8,6,N/A,N/A,N/A
0+1/4,8,72.5,46,0.48
0+3/8,10,77,51,0.65
0+1/2,15,94.5,60,1.1
0+3/4,20,98.5,72,1.45
1,25,108,80,2.15
1+1/4,32,120,94,3.4
1+1/2,40,138,100,4.15
2,50,146,122,5.8
