7,2,3,4,5,6,7
nb,nb,len,od,wt,lowerLimit,HigherLimit
0+1/8,6,N/A,N/A,N/A,N/A,N/A
0+1/4,8,N/A,N/A,0.08,N/A,N/A
0+3/8,10,1.55,1.29,0.11,4,4
0+1/2,15,1.94,1.55,0.22,4,5
0+3/4,20,2.07,1.81,0.45,6,6
1,25,2.46,2.33,0.96,4,7
1+1/4,32,2.72,2.59,1.07,8,8
1+1/2,40,3.23,3.11,1.98,6,9
2,50,3.49,3.75,3.51,8,10
2+1/2,65,3.75,4.4,4.87,11,11
3,80,4.4,5.18,6.12,11,12
4,100,4.92,6.47,11.11,11,13
