5,2,3,4,5
nb,nb,O,P,kg
0+1/8,3,N/A,N/A,N/A
0+1/4,8,2.2,1.87,0.45
0+3/8,10,2.33,2.07,0.6
0+1/2,15,2.81,2.46,0.85
0+3/4,20,2.94,2.94,1.4
1,25,3.27,3.27,1.75
1+1/4,32,3.62,3.82,3
1+1/2,40,4.4,4.08,4
2,50,4.66,4.98,6.1
2+1/2,65,5.31,5.86,9.4
3,80,6.12,7.35,15.5
