5,2,3,4,5
NB,DN,Length,Diameter,Kg
0+1/8,6,1.25,0.88,0.08
0+1/4,8,1.38,1,0.08
0+3/8,10,1.5,1.25,0.11
0+1/2,15,1.88,1.5,0.22
0+3/4,20,2,1.75,0.45
1,25,2.38,2.25,0.96
1+1/4,32,2.62,2.5,1.07
1+1/2,40,3.12,3,1.98
2,50,3.38,3.62,3.51
2+1/2,65,3.62,4.25,4.87
3,80,4.25,5,6.12
4,100,4.75,6.25,11.11
