5,2,3,4,5
NB,DN,Length,Diameter,Kg
0+1/8,6,0.625,0.88,0.04
0+1/4,8,0.69,1,0.04
0+3/8,10,0.75,1.25,0.05
0+1/2,15,0.94,1.5,0.11
0+3/4,20,1,1.75,0.22
1,25,1.19,2.25,0.48
1+1/4,32,1.31,2.5,0.53
1+1/2,40,1.56,3,0.99
2,50,1.69,3.62,1.75
2+1/2,65,1.81,4.25,2.43
3,80,2.125,5,3.06
4,100,2.375,6.25,5.55
