5,2,3,4,5
NB,DN,Length,Diameter,Kg
0+1/8,6,32,16,0.05
0+1/4,8,35,19,0.05
0+3/8,10,38,22,0.11
0+1/2,15,48,28,0.11
0+3/4,20,51,35,0.19
1,25,60,44,0.28
1+1/4,32,67,57,0.7
1+1/2,40,79,64,0.99
2,50,86,76,1.41
2+1/2,65,92,92,1.81
3,80,108,108,3.06
4,100,121,140,7.59
