23,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
nb,nb,od,thickness,rf dia,pcd,no bolts,bolt dia,bolt hole dia,bolt length mm,hub dia large end,RF Height,hub dia small end,hub length,Blind Thick c2,wn wt,bld wt,M bolt dia,ID,wallthk,Stud Bolt Weight,holes,dia
26,650,785,39.8,711,744.5,36,0+3/4,0+7/8,140,684,2,661.9,87,43,54,169,20,641.35,9.525,12,holes,dia
28,700,835,43,762,795.3,40,0+3/4,0+7/8,145,735,2,712.7,94,46.2,63,205,20,692.15,9.525,17.88,holes,dia
30,750,885,43,813,846.1,44,0+3/4,0+7/8,150,787,2,763.5,98,49.3,68,246,20,742.95,9.525,19.66,holes,dia
32,800,940,44.6,864,900.1,48,0+3/4,0+7/8,160,840,2,814.3,106,52.5,77,293,20,793.75,9.525,21.93,holes,dia
34,850,1005,47.7,921,957.3,40,0+7/8,1,170,892,2,865.1,109,55.7,95,355,24,844.55,9.525,30.04,holes,dia
36,900,1055,50.9,972,1009.6,44,0+7/8,1,170,945,2,915.9,116,57.3,108,403,24,895.35,9.525,34.36,holes,dia
38,950,1125,52.5,1022,1070,40,1,1+1/8,190,997,2,968.2,122,62,131,493,27,946.15,9.525,43.71,holes,dia
40,1000,1175,54.1,1080,1120.8,44,1,1+1/8,195,1049,2,1019,127,65.2,140,565,27,996.95,9.525,49.8,holes,dia
42,1050,1225,57.3,1130,1171.6,48,1,1+1/8,195,1102,2,1069.8,132,66.8,156,631,27,1047.75,9.525,54.33,holes,dia
44,1100,1275,58.9,1181,1222.4,52,1,1+1/8,205,1153,2,1120.6,135,70,167,716,27,1098.55,9.525,58.86,holes,dia
46,1150,1340,60.4,1235,1284.3,40,1+1/8,1+1/4,215,1205,2,1171.4,143,73.1,197,827,30,1149.35,9.525,60,holes,dia
48,1200,1390,63.6,1289,1335.1,44,1+1/8,1+1/4,220,1257,2,1222.2,148,76.3,217,927,30,1200.15,9.525,68.06,holes,dia
50,1250,1445,66.8,1340,1385.9,48,1+1/8,1+1/4,230,1308,2,1273,152,79.5,235,1036,30,1250.95,9.525,75.36,holes,dia
52,1300,1495,68.4,1391,1436.7,52,1+1/8,1+1/4,235,1360,2,1323.8,156,82.7,249,1155,30,1301.75,9.525,82.88,holes,dia
54,1350,1550,70,1441,1492.2,56,1+1/8,1+1/4,240,1413,2,1374.6,160,85.8,281,1291,30,1352.55,9.525,89.26,holes,dia
56,1400,1600,71.6,1492,1543,60,1+1/8,1+1/4,250,1465,2,1425.4,165,89,294,1426,30,1403.35,9.525,97.01,holes,dia
58,1450,1675,73.1,1543,1611.3,48,1+1/4,1+3/8,255,1516,2,1476.2,173,91.9,353,1614,33,1454.15,9.525,99.31,holes,dia
60,1500,1725,74.7,1600,1662.1,52,1+1/4,1+3/8,260,1570,2,1527,178,95.4,385,1774,33,1504.95,9.525,109.09,holes,dia
