3+1/2,90,0+1/4,8,101.6,13.7,203,5.7,8.1,N/A,N/A,2.2,3,N/A,N/A,0,0,0,0,43.95
3+1/2,90,0+3/8,10,101.6,17.1,203,5.7,8.1,N/A,N/A,2.3,3.2,N/A,N/A,0,0,0,0,42.25
3+1/2,90,0+1/2,15,101.6,21.3,203,5.7,8.1,N/A,N/A,2.8,3.7,4.8,7.5,0,0,0,0,40.15
3+1/2,90,0+3/4,20,101.6,26.7,203,5.7,8.1,N/A,N/A,2.9,3.9,5.6,7.8,0,0,0,0,37.45
3+1/2,90,1,25,101.6,33.4,203,5.7,8.1,N/A,N/A,3.4,4.5,6.4,9.1,0,0,0,0,34.1
3+1/2,90,1+1/4,32,101.6,42.2,203,5.7,8.1,N/A,N/A,3.6,4.9,6.4,9.7,0,0,0,0,29.7
3+1/2,90,1+1/2,40,101.6,48.3,203,5.7,8.1,N/A,N/A,3.7,5.1,7.1,10.2,3.79,4.16,N/A,6.62,26.65
3+1/2,90,2,50,101.6,60.3,203,5.7,8.1,N/A,N/A,3.9,5.5,8.7,11.1,3.58,4.33,N/A,6.59,20.65
3+1/2,90,2+1/2,65,101.6,73,203,5.7,8.1,N/A,N/A,5.2,7,9.5,14,2.53,4.25,N/A,6.76,14.3
3+1/2,90,3,80,101.6,88.9,203,5.7,8.1,N/A,N/A,5.5,7.6,11.1,15.2,3.07,3.99,N/A,6.81,6.35
4,100,0+1/4,8,114.3,13.7,229,6,8.6,13.5,17.1,2.2,3,N/A,N/A,0,0,0,0,50.3
4,100,0+3/8,10,114.3,17.1,229,6,8.6,13.5,17.1,2.3,3.2,N/A,N/A,0,0,0,0,48.6
4,100,0+1/2,15,114.3,21.3,229,6,8.6,13.5,17.1,2.8,3.7,4.8,7.5,0,0,0,0,46.5
4,100,0+3/4,20,114.3,26.7,229,6,8.6,13.5,17.1,2.9,3.9,5.6,7.8,0,0,0,0,43.8
4,100,1,25,114.3,33.4,229,6,8.6,13.5,17.1,3.4,4.5,6.4,9.1,0,0,0,0,40.45
4,100,1+1/4,32,114.3,42.2,229,6,8.6,13.5,17.1,3.6,4.9,6.4,9.7,0,0,0,0,36.05
4,100,1+1/2,40,114.3,48.3,229,6,8.6,13.5,17.1,3.7,5.1,7.1,10.2,6.54,7.42,8.95,10.08,33
4,100,2,50,114.3,60.3,229,6,8.6,13.5,17.1,3.9,5.5,8.7,11.1,6.15,7.1,8.79,9.92,27
4,100,2+1/2,65,114.3,73,229,6,8.6,13.5,17.1,5.2,7,9.5,14,5.8,6.83,8.5,9.96,20.65
4,100,3,80,114.3,88.9,229,6,8.6,13.5,17.1,5.5,7.6,11.1,15.2,5.08,6.24,8.17,9.73,12.7
4,100,3+1/2,90,114.3,101.6,229,6,8.6,13.5,17.1,5.7,8.1,N/A,N/A,4.4,5.68,0,9.52,6.35
5,125,0+1/4,8,141.3,13.7,279,6.55,9.53,15.88,19.05,2.2,3,N/A,N/A,0,0,0,0,63.8
5,125,0+3/8,10,141.3,17.1,279,6.55,9.53,15.88,19.05,2.3,3.2,N/A,N/A,0,0,0,0,62.1
5,125,0+1/2,15,141.3,21.3,279,6.55,9.53,15.88,19.05,2.8,3.7,4.8,7.5,0,0,0,0,60
5,125,0+3/4,20,141.3,26.7,279,6.55,9.53,15.88,19.05,2.9,3.9,5.6,7.8,0,0,0,0,57.3
5,125,1,25,141.3,33.4,279,6.55,9.53,15.88,19.05,3.4,4.5,6.4,9.1,0,0,0,0,53.95
5,125,1+1/4,32,141.3,42.2,279,6.55,9.53,15.88,19.05,3.6,4.9,6.4,9.7,0,0,0,0,49.55
5,125,1+1/2,40,141.3,48.3,279,6.55,9.53,15.88,19.05,3.7,5.1,7.1,10.2,0,0,0,0,46.5
5,125,2,50,141.3,60.3,279,6.55,9.53,15.88,19.05,3.9,5.5,8.7,11.1,0,0,0,0,40.5
5,125,2+1/2,65,141.3,73,279,6.55,9.53,15.88,19.05,5.2,7,9.5,14,0,0,0,0,34.15
5,125,3,80,141.3,88.9,279,6.55,9.53,15.88,19.05,5.5,7.6,11.1,15.2,0,0,0,0,26.2
5,125,3+1/2,90,141.3,101.6,279,6.55,9.53,15.88,19.05,5.7,8.1,N/A,N/A,0,0,0,0,19.85
5,125,4,100,141.3,114.3,279,6.55,9.53,15.88,19.05,6,8.56,13.49,17.12,0,0,0,0,13.5
6,150,0+1/2,15,168.3,21.3,304,7.11,10.97,18.26,21.95,2.8,3.7,4.8,7.5,0,0,0,0,73.5
6,150,0+3/4,20,168.3,26.7,304,7.11,10.97,18.26,21.95,2.9,3.9,5.6,7.8,0,0,0,0,70.8
6,150,1,25,168.3,33.4,304,7.11,10.97,18.26,21.95,3.4,4.5,6.4,9.1,0,0,0,0,67.45
6,150,1+1/4,32,168.3,42.2,304,7.11,10.97,18.26,21.95,3.6,4.9,6.4,9.7,0,0,0,0,63.05
6,150,1+1/2,40,168.3,48.3,304,7.11,10.97,18.26,21.95,3.7,5.1,7.1,10.2,0,0,0,0,60
6,150,2,50,168.3,60.3,304,7.11,10.97,18.26,21.95,3.9,5.5,8.7,11.1,0,0,0,0,54
6,150,2+1/2,65,168.3,73,304,7.11,10.97,18.26,21.95,5.2,7,9.5,14,0,0,0,0,47.65
6,150,3,80,168.3,88.9,304,7.11,10.97,18.26,21.95,5.5,7.6,11.1,15.2,12.7,15.45,20.12,22.78,39.7
6,150,3+1/2,90,168.3,101.6,304,7.11,10.97,18.26,21.95,5.7,8.1,N/A,N/A,12.2,15.09,0,22.82,33.35
6,150,4,100,168.3,114.3,304,7.11,10.97,18.26,21.95,6,8.56,13.49,17.12,11.64,14.69,20.05,22.93,27
6,150,5,125,168.3,141.3,304,7.11,10.97,18.26,21.95,6.55,9.53,15.88,19.05,10.22,13.7,20.11,23.08,13.5
8,200,1,25,219.1,33.4,330,8.18,12.7,23.01,22.23,3.4,4.5,6.4,9.1,0,0,0,0,92.85
8,200,1+1/4,32,219.1,42.2,330,8.18,12.7,23.01,22.23,3.6,4.9,6.4,9.7,0,0,0,0,88.45
8,200,1+1/2,40,219.1,48.3,330,8.18,12.7,23.01,22.23,3.7,5.1,7.1,10.2,0,0,0,0,85.4
8,200,2,50,219.1,60.3,330,8.18,12.7,23.01,22.23,3.9,5.5,8.7,11.1,0,0,0,0,79.4
8,200,2+1/2,65,219.1,73,330,8.18,12.7,23.01,22.23,5.2,7,9.5,14,0,0,0,0,73.05
8,200,3,80,219.1,88.9,330,8.18,12.7,23.01,22.23,5.5,7.6,11.1,15.2,0,0,0,0,65.1
8,200,3+1/2,90,219.1,101.6,330,8.18,12.7,23.01,22.23,5.7,8.1,N/A,N/A,0,0,0,0,58.75
8,200,4,100,219.1,114.3,330,8.18,12.7,23.01,22.23,6,8.56,13.49,17.12,0,0,0,0,52.4
8,200,5,125,219.1,141.3,330,8.18,12.7,23.01,22.23,6.55,9.53,15.88,19.05,0,0,0,0,38.9
8,200,6,150,219.1,168.3,330,8.18,12.7,23.01,22.23,7.11,10.97,18.26,21.95,0,0,0,0,25.4
10,250,2,50,273,60.3,381,9.27,15.9,28.58,25.4,3.9,5.5,8.7,11.1,0,0,0,0,106.35
10,250,2+1/2,65,273,73,381,9.27,15.9,28.58,25.4,5.2,7,9.5,14,0,0,0,0,100
10,250,3,80,273,88.9,381,9.27,15.9,28.58,25.4,5.5,7.6,11.1,15.2,0,0,0,0,92.05
10,250,3+1/2,90,273,101.6,381,9.27,15.9,28.58,25.4,5.7,8.1,N/A,N/A,0,0,0,0,85.7
10,250,4,100,273,114.3,381,9.27,15.9,28.58,25.4,6,8.56,13.49,17.12,0,0,0,0,79.35
10,250,5,125,273,141.3,381,9.27,15.9,28.58,25.4,6.55,9.53,15.88,19.05,0,0,0,0,65.85
10,250,6,150,273,168.3,381,9.27,15.9,28.58,25.4,7.11,10.97,18.26,21.95,0,0,0,0,52.35
10,250,8,200,273,219.1,381,9.27,15.9,28.58,25.4,8.18,12.7,23.01,22.23,0,0,0,0,26.95
12,300,2,50,323.8,60.3,406,10.31,17.48,33.32,25.4,3.9,5.5,8.7,11.1,0,0,0,0,131.75
12,300,2+1/2,65,323.8,73,406,10.31,17.48,33.32,25.4,5.2,7,9.5,14,0,0,0,0,125.4
12,300,3,80,323.8,88.9,406,10.31,17.48,33.32,25.4,5.5,7.6,11.1,15.2,0,0,0,0,117.45
12,300,3+1/2,90,323.8,101.6,406,10.31,17.48,33.32,25.4,5.7,8.1,N/A,N/A,0,0,0,0,111.1
12,300,4,100,323.8,114.3,406,10.31,17.48,33.32,25.4,6,8.56,13.49,17.12,0,0,0,0,104.75
12,300,5,125,323.8,141.3,406,10.31,17.48,33.32,25.4,6.55,9.53,15.88,19.05,0,0,0,0,91.25
12,300,6,150,323.8,168.3,406,10.31,17.48,33.32,25.4,7.11,10.97,18.26,21.95,0,0,0,0,77.75
12,300,8,200,323.8,219.1,406,10.31,17.48,33.32,25.4,8.18,12.7,23.01,22.23,0,0,0,0,52.35
12,300,10,250,323.8,273,406,10.31,17.48,33.32,25.4,9.27,15.09,28.58,25.4,0,0,0,0,25.4
