6,2,3,4,5,6
45 deg E L NB,NB,OD,radius,45 ctr to end,wt
0+1/4,8,N/A,N/A,N/A,N/A
0+3/8,10,N/A,N/A,N/A,N/A
0+1/2,15,20.6375,38.1,0.62,0.04
0+3/4,20,26.9875,29.36875,0.75,0.04
1,25,33.3375,38.1,0.88,0.08
1+1/4,32,42.06875,47.625,1,0.12
1+1/2,40,47.625,57.15,1.12,0.18
2,50,60.325,76.2,1.38,0.32
2+1/2,65,73.025,95.25,1.75,0.64
3,80,88.9,114.3,2,1.02
3+1/2,90,102.39375,133.35,2.25,1.43
4,100,114.3,151.60625,2.5,1.95
5,125,141.2875,189.70625,3.12,3.25
6,150,168.275,229.39375,3.75,5.1
8,200,219.075,304.8,5,11.15
10,250,273.05,381,6.25,20.5
12,300,323.85,457.2,7.5,27
14,350,356.39375,532.60625,8.75,34
16,400,405.60625,610.39375,10,48
18,450,457.2,685.8,11.25,60
20,500,508,762,12.5,71.2
22,550,558.8,838.2,13.5,89
24,600,610.39375,913.60625,15,102.95
26,650,600.075,991.39375,16,124.9
28,700,711.2,1066.8,17.25,150
30,750,762,1143,18.5,167
32,800,812.8,1219.2,19.75,193
34,850,854.075,1294.60625,21,215
36,900,913.60625,1374.775,22.25,241
38,950,965,1447.5,23.62,272
40,1000,1016,1524,24.88,290
42,1050,1066.8,1600.2,26,327
44,1100,1118,1677,27.38,363
46,1150,1168,1752,28.62,408
48,1200,1219.2,1828.8,29.88,443
