6,2,3,4,5,6
nb,nb,od,Ctr to E,M,wt
0+1/4,8,N/A,N/A,N/A,N/A
0+3/8,10,N/A,N/A,N/A,N/A
0+1/2,15,21,25,25,0.16
0+3/4,20,27,29,29,0.2
1,25,33,38,38,0.29
1+1/4,32,42,48,48,0.53
1+1/2,40,48,57,57,0.77
2,50,60,64,64,1.88
2+1/2,65,73,76,76,2.69
3,80,89,86,86,3.82
3+1/2,90,102,95,95,5.18
4,100,114,105,105,6
5,125,141,124,124,9.94
6,150,168,143,143,16.48
8,200,219,178,178,33
10,250,273,216,216,49.35
12,300,324,254,254,70.5
14,350,356,279,279,114.41
16,400,406,305,305,167.52
18,450,457,343,343,238.35
20,500,508,381,381,320.52
22,550,559,419,419,N/A
24,600,610,432,432,570.68
26,650,660,495,495,600
28,700,711,521,521,635
30,750,762,559,559,700
32,800,813,597,597,769
34,850,854,635,635,886
36,900,914,673,673,1004
