6,2,3,4,5,6
NB,NB,OD,N/A,90 ctr to end,WT KG
0+1/4,8,N/A,N/A,N/A,N/A
0+3/8,10,N/A,N/A,N/A,N/A
0+1/2,15,20.6375,N/A,38,0.1
0+3/4,20,26.9875,N/A,38,0.12
1,25,33.3375,N/A,38,0.22
1+1/4,32,42.06875,N/A,48,0.4
1+1/2,40,47.625,N/A,57,0.5
2,50,60.325,N/A,76,0.9
2+1/2,65,73.025,N/A,95,1.8
3,80,88.9,N/A,114,3
3+1/2,90,102.39375,N/A,133,4
4,100,114.3,N/A,152,6.2
5,125,141.2875,N/A,190,9.6
6,150,168.275,N/A,229,16.3
8,200,219.075,N/A,305,33.1
10,250,273.05,N/A,381,52
12,300,323.85,N/A,457,80
