6,2,3,4,5,6
nb,nb,od,Ctr to E,M,wt kg
0+1/4,8,N/A,N/A,N/A,N/A
0+3/8,10,N/A,N/A,N/A,N/A
0+1/2,15,21,1,1,0.9
0+3/4,20,27,1.12,1.12,0.1
1,25,33,1.5,1.5,0.18
1+1/4,32,42,1.88,1.88,0.35
1+1/2,40,48,2.25,2.25,0.45
2,50,60,2.5,2.5,0.55
2+1/2,65,73,3,3,1
3,80,89,3.38,3.38,1.55
3+1/2,90,102,3.75,3.75,2.5
4,100,114,4.12,4.12,3.3
5,125,141,4.88,4.88,5.9
6,150,168,5.62,5.62,7.8
8,200,219,7,7,14
10,250,273,8.5,8.5,25
12,300,324,10,10,38
14,350,356,11,11,40
16,400,406,12,12,52
18,450,457,13.5,13.5,68
20,500,508,15,15,78
22,550,559,16.5,16.5,N/A
24,600,610,17,17,90
26,650,660,19.5,19.5,240
28,700,711,20.5,20.5,280
30,750,762,22,22,322
