6,2,3,4,5,6
45 deg E L NB,NB,OD,radius,45 ctr to end,wt
0+1/4,8,N/A,N/A,N/A,N/A
0+3/8,10,N/A,N/A,N/A,N/A
0+1/2,15,20.6375,38.1,16,0.02
0+3/4,20,26.9875,29.36875,19,0.03
1,25,33.3375,38.1,22,0.05
1+1/4,32,42.06875,47.625,25,0.09
1+1/2,40,47.625,57.15,29,0.11
2,50,60.325,76.2,35,0.14
2+1/2,65,73.025,95.25,44,0.34
3,80,88.9,114.3,51,0.48
3+1/2,90,102.39375,133.35,57,0.55
4,100,114.3,151.60625,64,0.75
5,125,141.2875,189.70625,79,1.5
6,150,168.275,229.39375,95,2.25
8,200,219.075,304.8,127,4
10,250,273.05,381,159,7.25
12,300,323.85,457.2,190,11.6
14,350,356.39375,532.60625,222,15.4
16,400,405.60625,610.39375,254,22.6
18,450,457.2,685.8,286,28.4
20,500,508,762,318,37.4
22,550,558.8,838.2,343,N/A
24,600,610.39375,913.60625,381,63.5
26,650,600.075,991.39375,406,104
28,700,711.2,1066.8,438,121
30,750,762,1143,470,139
