6,2,3,4,5,6
nb,nb,od,Ctr to E,M,wt
0+1/4,8,N/A,N/A,N/A,N/A
0+3/8,10,N/A,N/A,N/A,N/A
0+1/2,15,21,25,25,0.21
0+3/4,20,27,29,29,0.32
1,25,33,38,38,0.48
1+1/4,32,42,48,48,0.73
1+1/2,40,48,57,57,1.11
2,50,60,64,64,1.69
2+1/2,65,73,76,76,2.56
3,80,89,86,86,3.88
3+1/2,90,102,95,95,5.88
4,100,114,105,105,8.91
5,125,141,124,124,13.5
6,150,168,143,143,20.46
8,200,219,178,178,31
10,250,273,216,216,36.77
12,300,324,254,254,61.74
14,350,356,279,279,93
16,400,406,305,305,115
18,450,457,343,343,181.14
20,500,508,381,381,265
22,550,559,419,419,355
24,600,610,432,432,443.55
26,650,660,495,495,N/A
28,700,711,521,521,526
30,750,762,559,559,604
32,800,813,597,597,699
34,850,854,635,635,805
36,900,914,673,673,913
