6,2,3,4,5,6
nb,nb,od,Ctr to E,M,wt
0+1/4,8,N/A,N/A,N/A,N/A
0+3/8,10,N/A,N/A,N/A,N/A
0+1/2,15,21,25,25,0.17
0+3/4,20,27,29,29,0.25
1,25,33,38,38,0.39
1+1/4,32,42,48,48,0.59
1+1/2,40,48,57,57,0.9
2,50,60,64,64,1.36
2+1/2,65,73,76,76,2.07
3,80,89,86,86,3.13
3+1/2,90,102,95,95,4.75
4,100,114,105,105,7.2
5,125,141,124,124,10.91
6,150,168,143,143,16.53
8,200,219,178,178,25.05
10,250,273,216,216,37.96
12,300,324,254,254,57.52
14,350,356,279,279,87.16
16,400,406,305,305,90.8
18,450,457,343,343,94.5
20,500,508,381,381,120
22,550,559,419,419,143
24,600,610,432,432,170
26,650,660,495,495,240
28,700,711,521,521,280
30,750,762,559,559,322
32,800,813,597,597,375
34,850,854,635,635,429
36,900,914,673,673,488
