79,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
nb,nb,od,Ctr to End,0+1/4,0+3/8,0+1/2,0+3/4,1,1+1/4,1+1/2,2,2+1/2,3,3+1/2,4,5,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,nb,nb,od,Ctr to End,0+1/4,0+3/8,0+1/2,0+3/4,1,1+1/4,1+1/2,2,2+1/2,3,3+1/2,4,5,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,nb
0+1/4,8,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0+1/4,8,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0+1/4
0+3/8,10,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0+3/8,10,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0+3/8
0+1/2,15,21,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0+1/2,15,21,25.4,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0+1/2
0+3/4,20,27,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0+3/4,20,27,28.575,0,N/A,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0+3/4
1,25,33,38,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,25,33,38.1,0,0,0.55,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
1+1/4,32,42,48,0,0,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1+1/4,32,42,47.625,0,0,1,1.02,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1+1/4
1+1/2,40,48,57,0,0,57,57,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1+1/2,40,48,57.15,0,0,2.54,1.5,1.55,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1+1/2
2,50,60,64,0,0,0,44,51,57,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,50,60,63.5,0,0,0,2.52,2.65,2.71,11.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
2+1/2,65,73,76,0,0,0,0,57,64,67,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2+1/2,65,73,76.2,0,0,0,0,4.27,4.46,4.49,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2+1/2
3,80,89,86,0,0,0,0,0,70,73,76,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,80,89,85.725,0,0,0,0,0,7.4,7.5,7.5,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3
3+1/2,90,102,95,0,0,0,0,0,0,79,83,89,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3+1/2,90,102,95.25,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3+1/2
4,100,114,105,0,0,0,0,0,0,86,89,95,98,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,100,114,104.775,0,0,0,0,0,0,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4
5,125,141,124,0,0,0,0,0,0,0,105,108,111,114,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,130,141,123.825,0,0,0,0,0,0,0,22.2,22.2,26.2,26.2,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
6,150,168,143,0,0,0,0,0,0,0,0,121,124,127,130,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,150,168,142.875,0,0,0,0,0,0,0,0,29,29,29,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6
8,200,219,178,0,0,0,0,0,0,0,0,0,0,152,156,162,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,200,219,177.8,0,0,0,0,0,0,0,0,0,0,N/A,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8
10,250,273,216,0,0,0,0,0,0,0,0,0,0,0,184,191,194,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,250,273,215.9,0,0,0,0,0,0,0,0,0,0,0,85,89,101,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
12,300,324,254,0,0,0,0,0,0,0,0,0,0,0,0,216,219,229,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,300,324,254,0,0,0,0,0,0,0,0,0,0,0,0,144,144,155,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
