6,2,3,4,5,6
nb,nb,od,Ctr to E,M,wt
0+1/4,8,N/A,N/A,N/A,N/A
0+3/8,10,N/A,N/A,N/A,N/A
0+1/2,15,21,25,25,0.28
0+3/4,20,27,29,29,0.29
1,25,33,38,38,0.45
1+1/4,32,42,48,48,0.77
1+1/2,40,48,57,57,1.21
2,50,60,64,64,2.25
2+1/2,65,73,76,76,3.42
3,80,89,86,86,6.21
3+1/2,90,102,95,95,N/A
4,100,114,105,105,15.53
5,125,141,124,124,23.93
6,150,168,143,143,38.59
8,200,219,178,178,71
10,250,273,216,216,120
12,300,324,254,254,184
14,350,356,279,279,300
16,400,406,305,305,425
18,450,457,343,343,590
20,500,508,381,381,790
22,550,559,419,419,1100
24,600,610,432,432,1310
