22,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
NB,NB,ID,OD,CRS,THK,WEB WID,WebThk,Note1,Note2,Hole Dia,Kg,Blank kg,Spacer kg,PADDLE BLANK,PADDLE SPACER,bolt size unc,iso sb size,rf sb length,rtj sb len,dist betwn flgs,sb len
1,25,34,64,80,19.1,51,10,Optional Raised Face,12,15.875,0.84,0.49,0.35,PADDLE BLANK,PADDLE SPACER,0+1/2,14,65,75,4,100
1+1/4,32,42,73,90,19.1,51,10,Optional Raised Face,12,15.875,1.06,0.63,0.42,PADDLE BLANK,PADDLE SPACER,0+1/2,14,70,85,4,110
1+1/2,40,48,83,100,19.1,57,10,Optional Raised Face,12,15.875,1.37,0.82,0.54,PADDLE BLANK,PADDLE SPACER,0+1/2,14,70,85,4,110
2,50,61,102,120,19.1,57,10,Optional Raised Face,12,19.05,2.04,1.24,0.8,PADDLE BLANK,PADDLE SPACER,0+5/8,16,85,95,4,120
2+1/2,65,73,121,140,22.4,57,12,Optional Raised Face,12,19.05,3.36,2.05,1.3,PADDLE BLANK,PADDLE SPACER,0+5/8,16,90,100,4,130
3,80,89,133,150,22.4,57,12,Optional Raised Face,12,19.05,3.86,2.48,1.37,PADDLE BLANK,PADDLE SPACER,0+5/8,16,90,100,4,130
3+1/2,90,102,154,175,22.4,64,12,Optional Raised Face,12,19.05,5.2,3.33,1.87,PADDLE BLANK,PADDLE SPACER,0+5/8,16,90,100,4,130
4,100,114,172,190,22.4,64,12,Optional Raised Face,12,19.05,6.49,4.16,2.33,PADDLE BLANK,PADDLE SPACER,0+5/8,16,90,100,4,130
5,130,141,194,215,25.4,70,13,Optional Raised Face,12,22.225,8.83,6,2.83,PADDLE BLANK,PADDLE SPACER,0+3/4,20,95,110,4,140
6,150,168,219,240,25.4,83,13,Optional Raised Face,12,22.225,10.79,7.65,3.14,PADDLE BLANK,PADDLE SPACER,0+3/4,20,100,115,4,145
8,200,219,273,300,28.4,95,22,Optional Raised Face,12,22.225,18.03,13.29,4.73,PADDLE BLANK,PADDLE SPACER,0+3/4,20,110,120,4,155
10,250,273,330,360,31.8,102,24,Optional Raised Face,12,25.4,28.61,21.74,6.86,PADDLE BLANK,PADDLE SPACER,0+7/8,24,115,125,4,165
12,300,324,406,430,35.1,121,27,Optional Raised Face,12,25.4,49.52,36.33,13.19,PADDLE BLANK,PADDLE SPACER,0+7/8,24,120,135,4,175
14,350,356,426,475,35.1,127,27,Optional Raised Face,12,28.575,52.06,40,12.06,PADDLE BLANK,PADDLE SPACER,1,27,135,145,3,185
16,400,406,483,540,38.1,127,29,Optional Raised Face,12,28.575,72.19,55.81,16.37,PADDLE BLANK,PADDLE SPACER,1,27,135,145,3,190
18,450,457,546,580,41.1,127,31,Optional Raised Face,12,31.75,99.98,76.94,23.04,PADDLE BLANK,PADDLE SPACER,1+1/8,30,145,160,3,205
20,500,508,597,635,41.1,127,31,Optional Raised Face,12,31.75,117.37,91.99,25.38,PADDLE BLANK,PADDLE SPACER,1+1/8,30,160,170,3,215
22,550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,600,610,711,750,47.8,152,36,Optional Raised Face,12,34.925,191.8,151.74,40.05,PADDLE BLANK,PADDLE SPACER,1+1/4,33,170,185,3,240
