22,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
,,ID,OD,CRS,THK,WEB WID,WebThk,Note1,Note2,Hole Dia,Kg,Blank kg,Spacer kg,PADDLE BLANK,PADDLE SPACER,bolt size unc,iso sb size,rf sb length,rtj sb len,gap,sb len
0+1/2,15,0.84,2.38,3.25,0.88,1.5,0.59,Optional Raised Face,0.5,0.875,0.98,0.52,0.46,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.25,4.25,0.16,5.5
0+3/4,20,1.05,2.62,3.5,0.88,1.75,0.78,Optional Raised Face,0.5,0.875,1.16,0.63,0.52,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.5,4.5,0.16,5.75
1,25,1.32,2.81,4,0.88,2,0.98,Optional Raised Face,0.5,1,1.25,0.7,0.54,PADDLE BLANK,PADDLE SPACER,0+7/8,24,5,5,0.16,6.25
1+1/4,32,1.66,3.19,4.38,1,2,1.26,Optional Raised Face,0.5,1,1.81,1.04,0.76,PADDLE BLANK,PADDLE SPACER,0+7/8,24,5,5,0.16,6.25
1+1/2,40,1.9,3.62,4.88,1,2.5,1.57,Optional Raised Face,0.5,1.125,2.33,1.35,0.98,PADDLE BLANK,PADDLE SPACER,1,27,5.5,5.5,0.16,6.75
2,50,2.38,4.88,6.5,1.25,2,1.97,Optional Raised Face,0.5,1,5.39,3.07,2.32,PADDLE BLANK,PADDLE SPACER,0+7/8,24,5.75,5.75,0.12,7.25
2+1/2,65,2.88,5.38,7.5,1.38,2.62,2.56,Optional Raised Face,0.5,1.125,7.09,4.13,2.96,PADDLE BLANK,PADDLE SPACER,1,27,6.25,6.25,0.12,8
3,80,3.5,6.12,7.5,1.38,2.62,3.15,Optional Raised Face,0.5,1,8.84,5.29,3.54,PADDLE BLANK,PADDLE SPACER,0+7/8,24,5.75,5.75,0.16,7.5
3+1/2,90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,100,4.5,7.12,9.25,1.62,2.88,3.93,Optional Raised Face,0.5,1.25,13.55,8.45,5.1,PADDLE BLANK,PADDLE SPACER,1+1/8,30,6.75,6.75,0.16,8.75
5,130,5.56,8.5,11,1.75,2.88,5.12,Optional Raised Face,0.5,1.375,20.52,13.03,7.48,PADDLE BLANK,PADDLE SPACER,1+1/4,33,7.5,7.5,0.16,9.5
6,150,6.62,9.5,12.5,1.88,2.88,5.9,Optional Raised Face,0.5,1.25,26.39,17.43,8.96,PADDLE BLANK,PADDLE SPACER,1+1/8,30,7.5,7.75,0.16,10
8,200,8.62,12.12,15.5,2.25,3.12,7.87,Optional Raised Face,0.5,1.5,50.92,34.07,16.84,PADDLE BLANK,PADDLE SPACER,1+3/8,30,8.75,8.75,0.16,11.25
10,250,10.75,14.25,18.5,2.5,4.75,9.84,Optional Raised Face,0.5,1.5,74.79,52.25,22.53,PADDLE BLANK,PADDLE SPACER,1+3/8,36,9.25,9.25,0.16,12
12,300,12.75,16.5,21,2.88,4.75,11.81,Optional Raised Face,0.5,1.5,113.15,80.7,32.44,PADDLE BLANK,PADDLE SPACER,1+3/8,36,10,10,0.16,13.25
14,350,14,18.38,22,3.25,4.75,13.78,Optional Raised Face,0.5,1.625,160.51,113.12,47.38,PADDLE BLANK,PADDLE SPACER,1+1/2,36,10.75,11,0.16,14.5
16,400,16,20.62,24.25,3.62,5,15.75,Optional Raised Face,0.5,1.75,221.8,158.46,63.33,PADDLE BLANK,PADDLE SPACER,1+5/8,39,11.25,11.5,0.16,15.5
18,450,18,23.38,27,4,5.25,17.71,Optional Raised Face,0.5,2,316.99,225.12,91.87,PADDLE BLANK,PADDLE SPACER,1+7/8,48,12.75,13.25,0.19,17.5
20,500,20,25.5,29.5,4.38,5,19.68,Optional Raised Face,0.5,2.125,406.61,293.49,113.12,PADDLE BLANK,PADDLE SPACER,2,52,13.75,14.25,0.19,19
22,550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,600,24,30.38,35.5,5.25,5.5,23.62,Optional Raised Face,0.5,2.625,686.84,499.28,187.55,PADDLE BLANK,PADDLE SPACER,2+1/2,68,17.25,18,0.22,23.5
